Country Code	Country Name	Region	Income Group	Gender	Year	Life Expectancy
BGR	Bulgaria	Europe & Central Asia	Upper middle income	Male	2003	68.7
BHR	Bahrain	Middle East & North Africa	High income	Male	2003	74.253
BHS	Bahamas, The	Latin America & Caribbean	High income	Male	2003	70.139
BIH	Bosnia and Herzegovina	Europe & Central Asia	Upper middle income	Male	2003	72.237
BLR	Belarus	Europe & Central Asia	Upper middle income	Male	2003	62.7
BLZ	Belize	Latin America & Caribbean	Upper middle income	Male	2003	65.862
BMU	Bermuda	North America	High income	Male	2003	75.7
BOL	Bolivia	Latin America & Caribbean	Lower middle income	Male	2003	60.318
BRA	Brazil	Latin America & Caribbean	Upper middle income	Male	2003	67.498
BRB	Barbados	Latin America & Caribbean	High income	Male	2003	71.434
BRN	Brunei Darussalam	East Asia & Pacific	High income	Male	2003	74.354
BTN	Bhutan	South Asia	Lower middle income	Male	2003	63.123
BWA	Botswana	Sub-Saharan Africa	Upper middle income	Male	2003	47.936
CAF	Central African Republic	Sub-Saharan Africa	Low income	Male	2003	42.645
CAN	Canada	North America	High income	Male	2003	77.4
CEB	Central Europe and the Baltics			Male	2003	69.50627652
CHE	Switzerland	Europe & Central Asia	High income	Male	2003	78
CHI	Channel Islands	Europe & Central Asia	High income	Male	2003	76.12
CHL	Chile	Latin America & Caribbean	High income	Male	2003	74.435
CHN	China	East Asia & Pacific	Upper middle income	Male	2003	71.797
CIV	Cote d'Ivoire	Sub-Saharan Africa	Lower middle income	Male	2003	46.144
CMR	Cameroon	Sub-Saharan Africa	Lower middle income	Male	2003	50.788
COD	Congo, Dem. Rep.	Sub-Saharan Africa	Low income	Male	2003	50.698
COG	Congo, Rep.	Sub-Saharan Africa	Lower middle income	Male	2003	51.709
COL	Colombia	Latin America & Caribbean	Upper middle income	Male	2003	68.173
COM	Comoros	Sub-Saharan Africa	Low income	Male	2003	58.153
CPV	Cabo Verde	Sub-Saharan Africa	Lower middle income	Male	2003	69.505
CRI	Costa Rica	Latin America & Caribbean	Upper middle income	Male	2003	75.559
CSS	Caribbean small states			Male	2003	67.778024312
CUB	Cuba	Latin America & Caribbean	Upper middle income	Male	2003	75.482
CUW	Curacao	Latin America & Caribbean	High income	Male	2003	
CYM	Cayman Islands	Latin America & Caribbean	High income	Male	2003	
CYP	Cyprus	Europe & Central Asia	High income	Male	2003	76.299
CZE	Czech Republic	Europe & Central Asia	High income	Male	2003	72
DEU	Germany	Europe & Central Asia	High income	Male	2003	75.6
DJI	Djibouti	Middle East & North Africa	Lower middle income	Male	2003	55.98
DMA	Dominica	Latin America & Caribbean	Upper middle income	Male	2003	
DNK	Denmark	Europe & Central Asia	High income	Male	2003	74.9
DOM	Dominican Republic	Latin America & Caribbean	Upper middle income	Male	2003	68.22
DZA	Algeria	Middle East & North Africa	Upper middle income	Male	2003	70.427
EAP	East Asia & Pacific (excluding high income)			Male	2003	69.875438386
EAR	Early-demographic dividend			Male	2003	63.997514502
EAS	East Asia & Pacific			Male	2003	70.647374079
ECA	Europe & Central Asia (excluding high income)			Male	2003	63.254205781
ECS	Europe & Central Asia			Male	2003	69.821965603
ECU	Ecuador	Latin America & Caribbean	Upper middle income	Male	2003	70.76
EGY	Egypt, Arab Rep.	Middle East & North Africa	Lower middle income	Male	2003	66.787
EMU	Euro area			Male	2003	75.721175354
ERI	Eritrea	Sub-Saharan Africa	Low income	Male	2003	55.216
ESP	Spain	Europe & Central Asia	High income	Male	2003	76.4
EST	Estonia	Europe & Central Asia	High income	Male	2003	66
ETH	Ethiopia	Sub-Saharan Africa	Low income	Male	2003	52.885
EUU	European Union			Male	2003	74.692234833
FCS	Fragile and conflict affected situations			Male	2003	55.732579242
FIN	Finland	Europe & Central Asia	High income	Male	2003	75.1
FJI	Fiji	East Asia & Pacific	Upper middle income	Male	2003	65.549
FRA	France	Europe & Central Asia	High income	Male	2003	75.7
FRO	Faroe Islands	Europe & Central Asia	High income	Male	2003	76.7
FSM	Micronesia, Fed. Sts.	East Asia & Pacific	Lower middle income	Male	2003	67.015
GAB	Gabon	Sub-Saharan Africa	Upper middle income	Male	2003	58.552
GBR	United Kingdom	Europe & Central Asia	High income	Male	2003	76.3
GEO	Georgia	Europe & Central Asia	Lower middle income	Male	2003	68.81
GHA	Ghana	Sub-Saharan Africa	Lower middle income	Male	2003	56.976
GIB	Gibraltar	Europe & Central Asia	High income	Male	2003	
GIN	Guinea	Sub-Saharan Africa	Low income	Male	2003	51.689
GMB	Gambia, The	Sub-Saharan Africa	Low income	Male	2003	56.084
GNB	Guinea-Bissau	Sub-Saharan Africa	Low income	Male	2003	52.079
GNQ	Equatorial Guinea	Sub-Saharan Africa	Upper middle income	Male	2003	52.472
GRC	Greece	Europe & Central Asia	High income	Male	2003	76.5
GRD	Grenada	Latin America & Caribbean	Upper middle income	Male	2003	68.617
GRL	Greenland	Europe & Central Asia	High income	Male	2003	65.85
GTM	Guatemala	Latin America & Caribbean	Lower middle income	Male	2003	65.875
GUM	Guam	East Asia & Pacific	High income	Male	2003	73.67
GUY	Guyana	Latin America & Caribbean	Upper middle income	Male	2003	62.668
HIC	High income			Male	2003	75.33341947
HKG	Hong Kong SAR, China	East Asia & Pacific	High income	Male	2003	78.5
HND	Honduras	Latin America & Caribbean	Lower middle income	Male	2003	68.741
HPC	Heavily indebted poor countries (HIPC)			Male	2003	52.57669468
HRV	Croatia	Europe & Central Asia	Upper middle income	Male	2003	71.17
HTI	Haiti	Latin America & Caribbean	Low income	Male	2003	56.705
HUN	Hungary	Europe & Central Asia	High income	Male	2003	68.3
IBD	IBRD only			Male	2003	67.153640803
IBT	IDA & IBRD total			Male	2003	64.761314051
IDA	IDA total			Male	2003	56.229149386
IDB	IDA blend			Male	2003	55.034442398
IDN	Indonesia	East Asia & Pacific	Lower middle income	Male	2003	64.961
IDX	IDA only			Male	2003	56.829109949
IMN	Isle of Man	Europe & Central Asia	High income	Male	2003	
IND	India	South Asia	Lower middle income	Male	2003	62.944
INX	Not classified	South Asia	Lower middle income	Male	2003	
IRL	Ireland	Europe & Central Asia	High income	Male	2003	75.7
IRN	Iran, Islamic Rep.	Middle East & North Africa	Upper middle income	Male	2003	69.988
IRQ	Iraq	Middle East & North Africa	Upper middle income	Male	2003	66.53
ISL	Iceland	Europe & Central Asia	High income	Male	2003	79.5
ISR	Israel	Middle East & North Africa	High income	Male	2003	77.6
ITA	Italy	Europe & Central Asia	High income	Male	2003	77.3
JAM	Jamaica	Latin America & Caribbean	Upper middle income	Male	2003	70.2
JOR	Jordan	Middle East & North Africa	Lower middle income	Male	2003	70.849
JPN	Japan	East Asia & Pacific	High income	Male	2003	78.36
KAZ	Kazakhstan	Europe & Central Asia	Upper middle income	Male	2003	60.5
KEN	Kenya	Sub-Saharan Africa	Lower middle income	Male	2003	51.705
KGZ	Kyrgyz Republic	Europe & Central Asia	Lower middle income	Male	2003	64.5
KHM	Cambodia	East Asia & Pacific	Lower middle income	Male	2003	58.941
KIR	Kiribati	East Asia & Pacific	Lower middle income	Male	2003	61.64
KNA	St. Kitts and Nevis	Latin America & Caribbean	High income	Male	2003	
KOR	Korea, Rep.	East Asia & Pacific	High income	Male	2003	73.86
KWT	Kuwait	Middle East & North Africa	High income	Male	2003	72.66
LAC	Latin America & Caribbean (excluding high income)			Male	2003	69.008760833
LAO	Lao PDR	East Asia & Pacific	Lower middle income	Male	2003	59.263
LBN	Lebanon	Middle East & North Africa	Upper middle income	Male	2003	74.168
LBR	Liberia	Sub-Saharan Africa	Low income	Male	2003	52.529
LBY	Libya	Middle East & North Africa	Upper middle income	Male	2003	69.209
LCA	St. Lucia	Latin America & Caribbean	Upper middle income	Male	2003	70.264
LCN	Latin America & Caribbean			Male	2003	69.211222789
LDC	Least developed countries: UN classification			Male	2003	56.174087162
LIC	Low income			Male	2003	52.725190582
LIE	Liechtenstein	Europe & Central Asia	High income	Male	2003	78.4
LKA	Sri Lanka	South Asia	Lower middle income	Male	2003	69.562
LMC	Lower middle income			Male	2003	62.303032839
LMY	Low & middle income			Male	2003	64.709832219
LSO	Lesotho	Sub-Saharan Africa	Lower middle income	Male	2003	45.019
LTE	Late-demographic dividend			Male	2003	69.926852511
LTU	Lithuania	Europe & Central Asia	High income	Male	2003	66.5
LUX	Luxembourg	Europe & Central Asia	High income	Male	2003	74.8
LVA	Latvia	Europe & Central Asia	High income	Male	2003	65.9
MAC	Macao SAR, China	East Asia & Pacific	High income	Male	2003	78.302
MAF	St. Martin (French part)	Latin America & Caribbean	High income	Male	2003	74.4
MAR	Morocco	Middle East & North Africa	Lower middle income	Male	2003	68.779
MCO	Monaco	Europe & Central Asia	High income	Male	2003	
MDA	Moldova	Europe & Central Asia	Lower middle income	Male	2003	63.569
MDG	Madagascar	Sub-Saharan Africa	Low income	Male	2003	59.016
MDV	Maldives	South Asia	Upper middle income	Male	2003	71.577
MEA	Middle East & North Africa			Male	2003	68.929848207
MEX	Mexico	Latin America & Caribbean	Upper middle income	Male	2003	72.558
MHL	Marshall Islands	East Asia & Pacific	Upper middle income	Male	2003	
MIC	Middle income			Male	2003	65.839293295
MKD	Macedonia, FYR	Europe & Central Asia	Upper middle income	Male	2003	71.339
MLI	Mali	Sub-Saharan Africa	Low income	Male	2003	49.733
MLT	Malta	Middle East & North Africa	High income	Male	2003	76.4
MMR	Myanmar	East Asia & Pacific	Lower middle income	Male	2003	61.018
MNA	Middle East & North Africa (excluding high income)			Male	2003	68.332679945
MNE	Montenegro	Europe & Central Asia	Upper middle income	Male	2003	70.68
MNG	Mongolia	East Asia & Pacific	Lower middle income	Male	2003	60.9
MNP	Northern Mariana Islands	East Asia & Pacific	High income	Male	2003	
MOZ	Mozambique	Sub-Saharan Africa	Low income	Male	2003	48.298
MRT	Mauritania	Sub-Saharan Africa	Lower middle income	Male	2003	58.744
MUS	Mauritius	Sub-Saharan Africa	Upper middle income	Male	2003	68.773333333
MWI	Malawi	Sub-Saharan Africa	Low income	Male	2003	46.239
MYS	Malaysia	East Asia & Pacific	Upper middle income	Male	2003	71.202
NAC	North America			Male	2003	74.786743919
NAM	Namibia	Sub-Saharan Africa	Upper middle income	Male	2003	51.697
NCL	New Caledonia	East Asia & Pacific	High income	Male	2003	72.1
NER	Niger	Sub-Saharan Africa	Low income	Male	2003	51.178
NGA	Nigeria	Sub-Saharan Africa	Lower middle income	Male	2003	46.44
NIC	Nicaragua	Latin America & Caribbean	Lower middle income	Male	2003	68.165
NLD	Netherlands	Europe & Central Asia	High income	Male	2003	76.2
NOR	Norway	Europe & Central Asia	High income	Male	2003	77
NPL	Nepal	South Asia	Low income	Male	2003	63.17
NRU	Nauru	East Asia & Pacific	Upper middle income	Male	2003	
NZL	New Zealand	East Asia & Pacific	High income	Male	2003	77
OED	OECD members			Male	2003	74.824323411
OMN	Oman	Middle East & North Africa	High income	Male	2003	71.591
OSS	Other small states			Male	2003	59.466140345
PAK	Pakistan	South Asia	Lower middle income	Male	2003	62.592
PAN	Panama	Latin America & Caribbean	Upper middle income	Male	2003	73.048
PER	Peru	Latin America & Caribbean	Upper middle income	Male	2003	69.176
PHL	Philippines	East Asia & Pacific	Lower middle income	Male	2003	64.467
PLW	Palau	East Asia & Pacific	High income	Male	2003	
PNG	Papua New Guinea	East Asia & Pacific	Lower middle income	Male	2003	60.461
POL	Poland	Europe & Central Asia	High income	Male	2003	70.5
PRE	Pre-demographic dividend			Male	2003	50.930209215
PRI	Puerto Rico	Latin America & Caribbean	High income	Male	2003	74.12
PRK	Korea, Dem. People’s Rep.	East Asia & Pacific	Low income	Male	2003	63.757
PRT	Portugal	Europe & Central Asia	High income	Male	2003	74
PRY	Paraguay	Latin America & Caribbean	Upper middle income	Male	2003	68.778
PSE	West Bank and Gaza	Middle East & North Africa	Lower middle income	Male	2003	69.594
PSS	Pacific island small states			Male	2003	65.522500081
PST	Post-demographic dividend			Male	2003	74.981711313
PYF	French Polynesia	East Asia & Pacific	High income	Male	2003	70.913
QAT	Qatar	Middle East & North Africa	High income	Male	2003	75.613
ROU	Romania	Europe & Central Asia	Upper middle income	Male	2003	67.7
RUS	Russian Federation	Europe & Central Asia	Upper middle income	Male	2003	58.56
RWA	Rwanda	Sub-Saharan Africa	Low income	Male	2003	51.269
SAS	South Asia			Male	2003	63.215663829
SAU	Saudi Arabia	Middle East & North Africa	High income	Male	2003	71.508
SDN	Sudan	Sub-Saharan Africa	Lower middle income	Male	2003	57.76
SEN	Senegal	Sub-Saharan Africa	Low income	Male	2003	57.645
SGP	Singapore	East Asia & Pacific	High income	Male	2003	76.6
SLB	Solomon Islands	East Asia & Pacific	Lower middle income	Male	2003	63.784
SLE	Sierra Leone	Sub-Saharan Africa	Low income	Male	2003	40.514
SLV	El Salvador	Latin America & Caribbean	Lower middle income	Male	2003	65.151
SMR	San Marino	Europe & Central Asia	High income	Male	2003	78
SOM	Somalia	Sub-Saharan Africa	Low income	Male	2003	50.248
SRB	Serbia	Europe & Central Asia	Upper middle income	Male	2003	69.9
SSA	Sub-Saharan Africa (excluding high income)			Male	2003	50.443171466
SSD	South Sudan	Sub-Saharan Africa	Low income	Male	2003	49.278
SSF	Sub-Saharan Africa			Male	2003	50.444968843
SST	Small states			Male	2003	61.616368083
STP	Sao Tome and Principe	Sub-Saharan Africa	Lower middle income	Male	2003	62.199
SUR	Suriname	Latin America & Caribbean	Upper middle income	Male	2003	64.955
SVK	Slovak Republic	Europe & Central Asia	High income	Male	2003	69.8
SVN	Slovenia	Europe & Central Asia	High income	Male	2003	73.2
SWE	Sweden	Europe & Central Asia	High income	Male	2003	77.9
SWZ	Swaziland	Sub-Saharan Africa	Lower middle income	Male	2003	44.305
SXM	Sint Maarten (Dutch part)	Latin America & Caribbean	High income	Male	2003	
SYC	Seychelles	Sub-Saharan Africa	High income	Male	2003	66.2
SYR	Syrian Arab Republic	Middle East & North Africa	Lower middle income	Male	2003	71.873
TCA	Turks and Caicos Islands	Latin America & Caribbean	High income	Male	2003	
TCD	Chad	Sub-Saharan Africa	Low income	Male	2003	46.847
TEA	East Asia & Pacific (IDA & IBRD countries)			Male	2003	69.950470791
TEC	Europe & Central Asia (IDA & IBRD countries)			Male	2003	63.901266147
TGO	Togo	Sub-Saharan Africa	Low income	Male	2003	53.133
THA	Thailand	East Asia & Pacific	Upper middle income	Male	2003	67.931
TJK	Tajikistan	Europe & Central Asia	Lower middle income	Male	2003	63.912
TKM	Turkmenistan	Europe & Central Asia	Upper middle income	Male	2003	60.52
TLA	Latin America & the Caribbean (IDA & IBRD countries)			Male	2003	69.038914522
TLS	Timor-Leste	East Asia & Pacific	Lower middle income	Male	2003	60.844
TMN	Middle East & North Africa (IDA & IBRD countries)			Male	2003	68.319050958
TON	Tonga	East Asia & Pacific	Upper middle income	Male	2003	68.841
TSA	South Asia (IDA & IBRD)			Male	2003	63.215663829
TSS	Sub-Saharan Africa (IDA & IBRD countries)			Male	2003	50.444968843
TTO	Trinidad and Tobago	Latin America & Caribbean	High income	Male	2003	65.175
TUN	Tunisia	Middle East & North Africa	Lower middle income	Male	2003	71.549
TUR	Turkey	Europe & Central Asia	Upper middle income	Male	2003	68.162
TUV	Tuvalu	East Asia & Pacific	Upper middle income	Male	2003	
TZA	Tanzania	Sub-Saharan Africa	Low income	Male	2003	52.532
UGA	Uganda	Sub-Saharan Africa	Low income	Male	2003	48.357
UKR	Ukraine	Europe & Central Asia	Lower middle income	Male	2003	62.64
UMC	Upper middle income			Male	2003	69.591105428
URY	Uruguay	Latin America & Caribbean	High income	Male	2003	71.725
USA	United States	North America	High income	Male	2003	74.5
UZB	Uzbekistan	Europe & Central Asia	Lower middle income	Male	2003	64.653
VCT	St. Vincent and the Grenadines	Latin America & Caribbean	Upper middle income	Male	2003	68.486
VEN	Venezuela, RB	Latin America & Caribbean	Upper middle income	Male	2003	68.867
VGB	British Virgin Islands	Latin America & Caribbean	High income	Male	2003	
VIR	Virgin Islands (U.S.)	Latin America & Caribbean	High income	Male	2003	75.1
VNM	Vietnam	East Asia & Pacific	Lower middle income	Male	2003	68.974
VUT	Vanuatu	East Asia & Pacific	Lower middle income	Male	2003	66.892
WLD	World			Male	2003	66.499216246
WSM	Samoa	East Asia & Pacific	Upper middle income	Male	2003	67.365
XKX	Kosovo	Europe & Central Asia	Lower middle income	Male	2003	66
YEM	Yemen, Rep.	Middle East & North Africa	Lower middle income	Male	2003	59.872
ZAF	South Africa	Sub-Saharan Africa	Upper middle income	Male	2003	50.888
ZMB	Zambia	Sub-Saharan Africa	Lower middle income	Male	2003	45.725
ZWE	Zimbabwe	Sub-Saharan Africa	Low income	Male	2003	42.816
ABW	Aruba	Latin America & Caribbean	High income	Female	2003	76.465
AFG	Afghanistan	South Asia	Low income	Female	2003	58.468
AGO	Angola	Sub-Saharan Africa	Lower middle income	Female	2003	53.023
ALB	Albania	Europe & Central Asia	Upper middle income	Female	2003	77.782
AND	Andorra	Europe & Central Asia	High income	Female	2003	
ARB	Arab World			Female	2003	70.284104766
ARE	United Arab Emirates	Middle East & North Africa	High income	Female	2003	76.384
ARG	Argentina	Latin America & Caribbean	Upper middle income	Female	2003	78.194
ARM	Armenia	Europe & Central Asia	Lower middle income	Female	2003	75.335
ASM	American Samoa	East Asia & Pacific	Upper middle income	Female	2003	
ATG	Antigua and Barbuda	Latin America & Caribbean	High income	Female	2003	76.53
AUS	Australia	East Asia & Pacific	High income	Female	2003	82.8
AUT	Austria	Europe & Central Asia	High income	Female	2003	81.5
AZE	Azerbaijan	Europe & Central Asia	Upper middle income	Female	2003	70.713
BDI	Burundi	Sub-Saharan Africa	Low income	Female	2003	53.886
BEL	Belgium	Europe & Central Asia	High income	Female	2003	81.1
BEN	Benin	Sub-Saharan Africa	Low income	Female	2003	57.933
BFA	Burkina Faso	Sub-Saharan Africa	Low income	Female	2003	52.875
BGD	Bangladesh	South Asia	Lower middle income	Female	2003	67.54
BGR	Bulgaria	Europe & Central Asia	Upper middle income	Female	2003	75.6
BHR	Bahrain	Middle East & North Africa	High income	Female	2003	75.942
BHS	Bahamas, The	Latin America & Caribbean	High income	Female	2003	76.265
BIH	Bosnia and Herzegovina	Europe & Central Asia	Upper middle income	Female	2003	77.537
BLR	Belarus	Europe & Central Asia	Upper middle income	Female	2003	74.7
BLZ	Belize	Latin America & Caribbean	Upper middle income	Female	2003	71.674
BMU	Bermuda	North America	High income	Female	2003	81.1
BOL	Bolivia	Latin America & Caribbean	Lower middle income	Female	2003	64.584
BRA	Brazil	Latin America & Caribbean	Upper middle income	Female	2003	75.17
BRB	Barbados	Latin America & Caribbean	High income	Female	2003	76.094
BRN	Brunei Darussalam	East Asia & Pacific	High income	Female	2003	77.603
BTN	Bhutan	South Asia	Lower middle income	Female	2003	63.509
BWA	Botswana	Sub-Saharan Africa	Upper middle income	Female	2003	51.58
CAF	Central African Republic	Sub-Saharan Africa	Low income	Female	2003	45.024
CAN	Canada	North America	High income	Female	2003	82.4
CEB	Central Europe and the Baltics			Female	2003	77.466788592
CHE	Switzerland	Europe & Central Asia	High income	Female	2003	83.2
CHI	Channel Islands	Europe & Central Asia	High income	Female	2003	80.657
CHL	Chile	Latin America & Caribbean	High income	Female	2003	80.324
CHN	China	East Asia & Pacific	Upper middle income	Female	2003	74.853
CIV	Cote d'Ivoire	Sub-Saharan Africa	Lower middle income	Female	2003	47.682
CMR	Cameroon	Sub-Saharan Africa	Lower middle income	Female	2003	52.543
COD	Congo, Dem. Rep.	Sub-Saharan Africa	Low income	Female	2003	53.586
COG	Congo, Rep.	Sub-Saharan Africa	Lower middle income	Female	2003	53.704
COL	Colombia	Latin America & Caribbean	Upper middle income	Female	2003	75.561
COM	Comoros	Sub-Saharan Africa	Low income	Female	2003	61.367
CPV	Cabo Verde	Sub-Saharan Africa	Lower middle income	Female	2003	72.791
CRI	Costa Rica	Latin America & Caribbean	Upper middle income	Female	2003	80.236
CSS	Caribbean small states			Female	2003	73.744898605
CUB	Cuba	Latin America & Caribbean	Upper middle income	Female	2003	79.34
CUW	Curacao	Latin America & Caribbean	High income	Female	2003	
CYM	Cayman Islands	Latin America & Caribbean	High income	Female	2003	
CYP	Cyprus	Europe & Central Asia	High income	Female	2003	80.494
CZE	Czech Republic	Europe & Central Asia	High income	Female	2003	78.5
DEU	Germany	Europe & Central Asia	High income	Female	2003	81.3
DJI	Djibouti	Middle East & North Africa	Lower middle income	Female	2003	58.914
DMA	Dominica	Latin America & Caribbean	Upper middle income	Female	2003	
DNK	Denmark	Europe & Central Asia	High income	Female	2003	79.5
DOM	Dominican Republic	Latin America & Caribbean	Upper middle income	Female	2003	74.466
DZA	Algeria	Middle East & North Africa	Upper middle income	Female	2003	73.189
EAP	East Asia & Pacific (excluding high income)			Female	2003	73.64068202
EAR	Early-demographic dividend			Female	2003	67.001992783
EAS	East Asia & Pacific			Female	2003	74.774259724
ECA	Europe & Central Asia (excluding high income)			Female	2003	73.162137217
ECS	Europe & Central Asia			Female	2003	77.53266821
ECU	Ecuador	Latin America & Caribbean	Upper middle income	Female	2003	76.844
EGY	Egypt, Arab Rep.	Middle East & North Africa	Lower middle income	Female	2003	71.537
EMU	Euro area			Female	2003	81.849428559
ERI	Eritrea	Sub-Saharan Africa	Low income	Female	2003	59.252
ESP	Spain	Europe & Central Asia	High income	Female	2003	83
EST	Estonia	Europe & Central Asia	High income	Female	2003	76.9
ETH	Ethiopia	Sub-Saharan Africa	Low income	Female	2003	55.58
EUU	European Union			Female	2003	80.853655475
FCS	Fragile and conflict affected situations			Female	2003	58.790311216
FIN	Finland	Europe & Central Asia	High income	Female	2003	81.8
FJI	Fiji	East Asia & Pacific	Upper middle income	Female	2003	70.867
FRA	France	Europe & Central Asia	High income	Female	2003	82.7
FRO	Faroe Islands	Europe & Central Asia	High income	Female	2003	81.3
FSM	Micronesia, Fed. Sts.	East Asia & Pacific	Lower middle income	Female	2003	68.301
GAB	Gabon	Sub-Saharan Africa	Upper middle income	Female	2003	59.917
GBR	United Kingdom	Europe & Central Asia	High income	Female	2003	80.7
GEO	Georgia	Europe & Central Asia	Lower middle income	Female	2003	76.107
GHA	Ghana	Sub-Saharan Africa	Lower middle income	Female	2003	58.563
GIB	Gibraltar	Europe & Central Asia	High income	Female	2003	
GIN	Guinea	Sub-Saharan Africa	Low income	Female	2003	52.02
GMB	Gambia, The	Sub-Saharan Africa	Low income	Female	2003	58.328
GNB	Guinea-Bissau	Sub-Saharan Africa	Low income	Female	2003	53.582
GNQ	Equatorial Guinea	Sub-Saharan Africa	Upper middle income	Female	2003	55.038
GRC	Greece	Europe & Central Asia	High income	Female	2003	81.3
GRD	Grenada	Latin America & Caribbean	Upper middle income	Female	2003	73.33
GRL	Greenland	Europe & Central Asia	High income	Female	2003	71.15
GTM	Guatemala	Latin America & Caribbean	Lower middle income	Female	2003	72.263
GUM	Guam	East Asia & Pacific	High income	Female	2003	78.703
GUY	Guyana	Latin America & Caribbean	Upper middle income	Female	2003	68.115
HIC	High income			Female	2003	81.187880266
HKG	Hong Kong SAR, China	East Asia & Pacific	High income	Female	2003	84.3
HND	Honduras	Latin America & Caribbean	Lower middle income	Female	2003	73.583
HPC	Heavily indebted poor countries (HIPC)			Female	2003	55.307661506
HRV	Croatia	Europe & Central Asia	Upper middle income	Female	2003	78.23
HTI	Haiti	Latin America & Caribbean	Low income	Female	2003	60.375
HUN	Hungary	Europe & Central Asia	High income	Female	2003	76.5
IBD	IBRD only			Female	2003	71.386638266
IBT	IDA & IBRD total			Female	2003	68.564593035
IDA	IDA total			Female	2003	58.682601139
IDB	IDA blend			Female	2003	57.256828219
IDN	Indonesia	East Asia & Pacific	Lower middle income	Female	2003	68.708
IDX	IDA only			Female	2003	59.378752696
IMN	Isle of Man	Europe & Central Asia	High income	Female	2003	
IND	India	South Asia	Lower middle income	Female	2003	64.627
INX	Not classified			Female	2003	
IRL	Ireland	Europe & Central Asia	High income	Female	2003	80.7
IRN	Iran, Islamic Rep.	Middle East & North Africa	Upper middle income	Female	2003	72.583
IRQ	Iraq	Middle East & North Africa	Upper middle income	Female	2003	71.096
ISL	Iceland	Europe & Central Asia	High income	Female	2003	82.5
ISR	Israel	Middle East & North Africa	High income	Female	2003	81.8
ITA	Italy	Europe & Central Asia	High income	Female	2003	82.8
JAM	Jamaica	Latin America & Caribbean	Upper middle income	Female	2003	75.741
JOR	Jordan	Middle East & North Africa	Lower middle income	Female	2003	73.833
JPN	Japan	East Asia & Pacific	High income	Female	2003	85.33
KAZ	Kazakhstan	Europe & Central Asia	Upper middle income	Female	2003	71.5
KEN	Kenya	Sub-Saharan Africa	Lower middle income	Female	2003	55.148
KGZ	Kyrgyz Republic	Europe & Central Asia	Lower middle income	Female	2003	72.2
KHM	Cambodia	East Asia & Pacific	Lower middle income	Female	2003	63.444
KIR	Kiribati	East Asia & Pacific	Lower middle income	Female	2003	67.566
KNA	St. Kitts and Nevis	Latin America & Caribbean	High income	Female	2003	
KOR	Korea, Rep.	East Asia & Pacific	High income	Female	2003	80.81
KWT	Kuwait	Middle East & North Africa	High income	Female	2003	74.443
LAC	Latin America & Caribbean (excluding high income)			Female	2003	75.547470491
LAO	Lao PDR	East Asia & Pacific	Lower middle income	Female	2003	62.008
LBN	Lebanon	Middle East & North Africa	Upper middle income	Female	2003	77.717
LBR	Liberia	Sub-Saharan Africa	Low income	Female	2003	54.12
LBY	Libya	Middle East & North Africa	Upper middle income	Female	2003	73.034
LCA	St. Lucia	Latin America & Caribbean	Upper middle income	Female	2003	74.343
LCN	Latin America & Caribbean			Female	2003	75.750883025
LDC	Least developed countries: UN classification			Female	2003	58.66706663
LIC	Low income			Female	2003	55.628023006
LIE	Liechtenstein	Europe & Central Asia	High income	Female	2003	81.6
LKA	Sri Lanka	South Asia	Lower middle income	Female	2003	76.998
LMC	Lower middle income			Female	2003	65.308521988
LMY	Low & middle income			Female	2003	68.479457582
LSO	Lesotho	Sub-Saharan Africa	Lower middle income	Female	2003	46.816
LTE	Late-demographic dividend			Female	2003	74.914785409
LTU	Lithuania	Europe & Central Asia	High income	Female	2003	77.9
LUX	Luxembourg	Europe & Central Asia	High income	Female	2003	80.8
LVA	Latvia	Europe & Central Asia	High income	Female	2003	76.9
MAC	Macao SAR, China	East Asia & Pacific	High income	Female	2003	83.734
MAF	St. Martin (French part)	Latin America & Caribbean	High income	Female	2003	80.9
MAR	Morocco	Middle East & North Africa	Lower middle income	Female	2003	71.753
MCO	Monaco	Europe & Central Asia	High income	Female	2003	
MDA	Moldova	Europe & Central Asia	Lower middle income	Female	2003	71.436
MDG	Madagascar	Sub-Saharan Africa	Low income	Female	2003	61.516
MDV	Maldives	South Asia	Upper middle income	Female	2003	74.265
MEA	Middle East & North Africa			Female	2003	72.394015463
MEX	Mexico	Latin America & Caribbean	Upper middle income	Female	2003	77.436
MHL	Marshall Islands	East Asia & Pacific	Upper middle income	Female	2003	
MIC	Middle income			Female	2003	69.742910461
MKD	Macedonia, FYR	Europe & Central Asia	Upper middle income	Female	2003	76.326
MLI	Mali	Sub-Saharan Africa	Low income	Female	2003	51.012
MLT	Malta	Middle East & North Africa	High income	Female	2003	80.8
MMR	Myanmar	East Asia & Pacific	Lower middle income	Female	2003	65.046
MNA	Middle East & North Africa (excluding high income)			Female	2003	71.922546328
MNE	Montenegro	Europe & Central Asia	Upper middle income	Female	2003	76.055
MNG	Mongolia	East Asia & Pacific	Lower middle income	Female	2003	67.907
MNP	Northern Mariana Islands	East Asia & Pacific	High income	Female	2003	
MOZ	Mozambique	Sub-Saharan Africa	Low income	Female	2003	51.641
MRT	Mauritania	Sub-Saharan Africa	Lower middle income	Female	2003	61.977
MUS	Mauritius	Sub-Saharan Africa	Upper middle income	Female	2003	75.636666667
MWI	Malawi	Sub-Saharan Africa	Low income	Female	2003	49.421
